abs_time,gps_orientation_deg,phone_yaw_deg,vehicle_heading_deg,steering_deg,yaw_rate_dps,vehicle_speed_kmh,vehicle_heading_wrapped_delta_deg,vehicle_heading_rate_dps
44127.004,235.12,42.18,262.746,0.0,22.39999,13.154000000000002,,
44127.103,235.12,41.96,260.539,0.0,21.60001,13.248,-2.2069999999999936,-22.29292929248358
44127.203,235.12,43.85,258.41,0.0,21.30002,13.244000000000002,-2.1289999999999623,-21.290000000309433
44127.304,235.12,41.1,255.073,0.0,20.30002,13.046,-3.3370000000000175,-33.039603961995674
44127.404,235.12,40.22,254.216,0.0,19.5,13.003,-0.8569999999999993,-8.569999999501153
44127.504,235.12,43.87,252.33900000000003,0.0,16.20001,12.974,-1.8769999999999811,-18.77000000027295
44127.604,235.12,42.86,250.643,0.0,14.800020000000002,12.812,-1.6960000000000264,-16.960000000247064
44127.703,235.12,37.01,250.202,0.0,13.800020000000002,12.69,-0.4410000000000025,-4.454545454456431
44127.804,235.12,38.04,249.59,0.0,12.0,12.78,-0.6119999999999948,-6.059405940887346
44127.903,235.12,39.67,247.959,0.0,11.30002,12.485,-1.6310000000000002,-16.474747474418137
44128.004,235.12,41.77,248.038,0.0,11.20001,12.071,0.07900000000000773,0.7821782178033767
44128.104,235.12,41.65,246.573,0.0,10.30002,12.316,-1.4650000000000034,-14.65000000021322
44128.203,235.12,41.22,245.816,0.0,9.100006,12.172,-0.757000000000005,-7.64646464631184
44128.304,235.12,41.01,244.077,0.0,8.200012,12.287,-1.7390000000000043,-17.217821783011782
44128.404,235.12,38.71,243.391,0.0,6.700011999999999,12.002,-0.686000000000007,-6.859999999600766
44128.504,235.12,39.49,242.345,0.0,6.800018,11.862,-1.0459999999999923,-10.460000000152135
44128.604,235.12,39.79,242.376,0.0,6.700011999999999,12.103,0.03100000000000591,0.31000000000457023
44128.704,235.12,41.9,242.578,0.0,5.5,11.768,0.20199999999999818,2.0200000000293765
44128.804,235.12,39.13,242.052,0.0,5.300018,11.92,-0.5260000000000105,-5.260000000076648
44128.903,235.12,38.63,240.366,0.0,4.5,11.890999999999998,-1.6859999999999786,-17.03030302996237
44129.004,235.12,37.97,239.896,0.0,3.899994,11.747,-0.4700000000000273,-4.653465346424968
44129.103,235.12,41.61,240.753,0.0,3.5,11.624,0.8569999999999993,8.656565656392601
44129.204,235.12,40.76,239.225,0.0,3.200012,11.401,-1.5279999999999916,-15.128712872019431
44129.304,235.12,37.8,240.088,0.0,2.700012,11.653,0.8629999999999995,8.630000000125579
44129.404,235.12,36.52,238.652,0.0,2.399994,11.502,-1.436000000000007,-14.35999999916421
44129.504,235.12,35.88,238.85,0.0,2.5,11.495,0.1980000000000075,1.9800000000288878
44129.603,235.12,34.13,239.025,0.0,2.5,11.509,0.17500000000001137,1.7676767676415457
44129.704,235.12,33.67,238.306,0.0,2.700012,12.017,-0.7189999999999941,-7.118811881532684
44129.804,235.12,36.55,238.431,0.0,2.399994,12.366,0.125,1.25000000001819
44129.903,235.12,33.42,238.907,0.0,2.899994,13.316,0.4759999999999991,4.808080807984683
44130.004,235.12,32.74,238.3,0.0,3.100006,14.126,-0.6069999999999993,-6.009900989956996
44130.103,235.12,32.98,237.642,0.0,3.3999940000000004,15.026,-0.6580000000000155,-6.646464646331936
44130.203,235.12,33.71,237.561,0.0,3.200012,15.804,-0.08099999999998886,-0.8100000000116756
44130.304,235.12,30.87,237.258,0.0,3.300018,16.837,-0.30299999999999727,-3.000000000145204
44130.404,235.12,34.34,236.708,0.0,3.200012,17.633,-0.5500000000000114,-5.4999999996799716
44130.503,235.12,31.44,237.165,0.0,2.300018,18.436,0.45699999999999363,4.616161616408535
44130.603,235.12,30.25,236.079,0.0,2.0,19.343,-1.0859999999999843,-10.859999999367709
44130.704,235.12,33.62,236.027,0.2000122,1.600006,19.901,-0.05200000000002092,-0.5148514851736461
44130.804,235.12,33.55,236.406,0.8999634,1.300018,20.956,0.3790000000000191,3.790000000055343
44130.904,235.12,32.79,235.699,1.899963,1.300018,21.632,-0.7069999999999936,-7.069999999588408
44131.003,235.12,33.55,235.973,3.0,1.200012,22.594,0.2740000000000009,2.7676767678248586
44131.104,235.12,30.85,236.543,3.5999760000000003,1.100006,23.486,0.5699999999999932,5.643564356302225
44131.204,235.12,34.09,234.705,3.799988,1.100006,24.178,-1.8379999999999939,-18.3800000002674
44131.304,235.12,31.57,235.817,3.799988,0.8000183000000001,24.696,1.1119999999999948,11.120000000161765
44131.403,235.12,32.68,235.077,3.799988,1.200012,25.65,-0.7400000000000091,-7.474747474598143
44131.504,235.12,33.55,234.706,3.799988,1.700012,26.42,-0.3710000000000093,-3.6732673266459703
44131.604,235.12,31.06,234.976,3.799988,1.300018,27.004,0.27000000000001023,2.7000000000393927
44131.704,235.12,33.38,234.919,3.899963,1.200012,27.594,-0.05699999999998795,-0.5700000000081741
44131.807,235.12,35.97,234.805,4.5,1.300018,28.411,-0.11400000000000432,-1.1067961164748734
44131.903,235.12,34.82,234.743,5.0,1.100006,29.023000000000003,-0.06200000000001182,-0.6458333333487284
44132.004,235.12,34.46,234.937,6.799988000000001,0.7000122,29.772,0.19400000000001683,1.9207920791627013
44132.103,235.12,34.69,234.76,9.5,0.3000183,30.578000000000003,-0.17700000000002092,-1.7878787878432585
44132.204,235.12,34.71,234.234,10.29999,0.0,30.82,-0.525999999999982,-5.207920792331147
44132.303,235.12,34.03,234.923,10.09998,0.0,31.464,0.688999999999993,6.959595959456762
44132.404,235.12,32.18,234.747,10.5,-0.2999877999999999,32.36,-0.17599999999998772,-1.742574257384446
44132.504,235.12,34.45,234.849,10.89996,0.0,33.044000000000004,0.10199999999997544,1.0200000000145975
44132.603,235.12,32.05,234.303,11.29999,0.0,33.714,-0.5459999999999923,-5.515151515041186
44132.704,235.12,33.53,234.667,11.89996,-0.5,34.38,0.3640000000000043,3.6039603962141156
44132.804,235.12,33.03,234.628,12.09998,-0.5,35.046,-0.03900000000001569,-0.3900000000058321
44132.904,235.12,31.63,235.091,12.20001,-0.2999877999999999,35.42,0.4630000000000223,4.629999999730721
44133.003,235.12,30.96,235.269,12.5,-0.3999939,36.238,0.17799999999999727,1.7979797980759695
44133.104,235.12,31.16,235.106,12.39996,-0.3999939,36.691,-0.16300000000001091,-1.6138613861005882
44133.204,235.12,32.24,234.836,12.39996,-0.2999877999999999,37.141,-0.2699999999999818,-2.7000000000391084
44133.303,235.12,32.64,234.983,12.39996,-0.3999939,37.548,0.14699999999999136,1.4848484848187147
44133.404,235.12,32.86,235.428,12.0,-0.2999877999999999,37.606,0.4449999999999932,4.405940593955231
44133.503,235.12,34.09,235.039,11.79999,-0.2999877999999999,38.254,-0.38900000000001,-3.9292929295032635
44133.604,235.12,38.56,235.284,11.70001,-0.1999817,38.156,0.24500000000000455,2.4257425742001533
44133.704,235.12,33.02,235.523,11.29999,-0.1999817,38.304,0.23900000000000432,2.3900000000348225
44133.804,235.12,33.92,235.234,11.0,-0.2999877999999999,38.549,-0.28899999999998727,-2.890000000041928
44133.903,235.12,35.59,235.572,10.79999,-0.1000061,38.192,0.33799999999999386,3.414141414073102
44134.004,235.12,37.16,235.199,10.5,0.0,38.21,-0.37299999999999045,-3.6930693068433356
44134.103,235.12,34.09,235.652,10.59998,-0.1999817,38.153,0.45299999999997453,4.575757575665847
44134.203,235.12,34.46,235.206,10.59998,-0.1000061,37.991,-0.44599999999999795,-4.460000000064881
44134.304,235.12,34.31,235.631,10.59998,0.0,37.843,0.42500000000001137,4.207920792283027
44134.403,235.12,33.85,235.541,10.59998,0.0,37.57,-0.09000000000000341,-0.9090909090727703
44134.504,235.12,34.52,235.866,10.59998,-0.1000061,37.771,0.32500000000001705,3.2178217821023534
44134.604,235.12,34.1,235.739,10.59998,0.0,37.548,-0.12700000000000955,-1.2700000000185765
44134.704,235.12,34.42,235.453,10.59998,0.0,37.566,-0.28600000000000136,-2.860000000041632
44134.804,235.12,31.67,235.533,10.59998,-0.1999817,37.584,0.07999999999998408,0.8000000000114824
44134.904,235.12,30.43,235.503,10.29999,0.0,37.811,-0.030000000000001137,-0.29999999998254906
44135.004,235.12,35.74,235.903,8.5,-0.1000061,37.692,0.4000000000000057,4.0000000000582645
44135.103,235.12,36.06,235.875,6.5,0.6000061,37.728,-0.027999999999991587,-0.28282828282254396
44135.204,235.12,34.83,235.644,6.799988000000001,0.7000122,38.077,-0.23099999999999454,-2.287128712981954
44135.303,235.12,32.71,235.175,7.0,0.8000183000000001,38.045,-0.4689999999999941,-4.7373737372789755
44135.404,235.12,34.02,235.656,7.0,0.6000061,38.542,0.48099999999999454,4.7623762375111784
44135.504,235.12,36.55,235.531,7.0,0.5,38.326,-0.125,-1.25000000001819
44135.604,235.12,35.82,235.849,7.599976,1.100006,38.689,0.31799999999998363,3.1800000000461113
44135.703,235.12,34.84,234.966,8.599976,0.5,38.855,-0.8829999999999814,-8.919191919013432
44135.804,235.12,38.11,235.432,9.200012,0.2000122,39.197,0.46599999999997976,4.613861386361772
44135.904,235.12,34.36,234.834,9.299988,0.2000122,39.326,-0.5979999999999848,-5.979999999651766
44136.004,235.12,34.65,235.424,9.599976,0.1000061,39.539,0.5900000000000034,5.900000000085891
44136.104,235.12,33.82,235.59,9.700012,0.2000122,39.467,0.16599999999999682,1.6600000000241244
44136.204,235.12,34.03,235.172,9.599976,0.5,40.046,-0.41800000000000637,-4.180000000060891
44136.304,235.12,35.96,235.635,9.399963,0.0,39.949,0.46299999999999386,4.630000000067314
44136.404,235.12,35.93,234.758,9.5,0.3000183,39.917,-0.8769999999999811,-8.76999999948933
44136.503,235.12,33.04,235.231,8.899963,0.0,40.061,0.47299999999998477,4.777777778033254
44136.604,235.12,37.99,235.721,8.099976,0.3999939,39.38,0.4900000000000091,4.8514851484003065
44136.704,235.12,34.61,234.951,8.0,0.3999939,39.607,-0.7700000000000102,-7.700000000112152
44136.804,235.12,34.7,233.942,8.099976,0.3000183,39.028,-1.0089999999999861,-10.09000000014669
44136.904,235.12,31.0,234.924,8.0,0.7000122,39.146,0.9819999999999993,9.819999999428394
44137.004,235.12,36.03,235.054,8.0,0.6000061,39.312,0.12999999999999545,1.300000000018872
44137.103,235.12,32.36,238.007,8.0,0.6000061,39.899,2.953000000000003,29.828282827686575
44137.204,235.12,31.31,236.166,8.0,0.6000061,39.607,-1.8410000000000082,-18.22772277315972
44137.304,235.12,29.89,235.405,8.0,0.5,39.323,-0.7609999999999957,-7.610000000110697
44137.403,235.12,26.86,234.39,7.899963,0.5,39.049,-1.0150000000000148,-10.25252525232045
44137.504,235.12,34.34,234.457,6.200012,0.7000122,39.035,0.06700000000000728,0.6633663366180608
44137.604,235.12,36.51,235.203,5.5,1.100006,38.83,0.7460000000000093,7.460000000108651
44137.704,235.12,37.03,234.126,5.399963,1.399994,39.395,-1.0769999999999982,-10.770000000156706
44137.804,235.12,35.17,234.358,5.299988,1.200012,38.718,0.23199999999999932,2.3200000000337537
44137.904,235.12,36.1,234.552,5.200012,1.100006,39.193000000000005,0.1939999999999884,1.9399999998869613
44138.004,235.12,36.49,234.629,5.200012,1.200012,38.736,0.07699999999999818,0.7700000000111867
44138.103,235.12,33.03,234.124,5.200012,1.300018,38.848,-0.5049999999999955,-5.101010100908083
44138.205,235.12,31.76,234.718,5.399963,1.200012,38.459,0.5939999999999941,5.823529411824467
44138.304,235.12,32.62,234.03,6.099976,1.200012,38.272,-0.6879999999999882,-6.949494949866656
44138.404,235.12,32.71,233.787,7.099976,1.0,38.614,-0.242999999999995,-2.4299999998585053
44138.504,235.12,32.85,234.26,8.0,0.6000061,38.207,0.47299999999998477,4.730000000068678
44138.604,235.12,32.11,233.659,9.0,0.3999939,37.912,-0.6009999999999991,-6.010000000087448
44138.704,235.12,32.37,233.85,10.39996,0.3000183,38.225,0.1910000000000025,1.9100000000278192
44138.804,235.12,33.03,233.87,11.29999,-0.1000061,37.793,0.020000000000010232,0.2000000000030127
44138.904,235.12,30.43,233.649,11.20001,-0.1999817,37.451,-0.22100000000000364,-2.2099999998713975
44139.004,235.12,28.15,234.085,11.09998,-0.1000061,37.57,0.43600000000000705,4.360000000063517
44139.104,235.12,31.88,233.731,10.89996,0.0,37.339,-0.3540000000000134,-3.540000000051648
44139.204,235.12,33.22,234.144,10.29999,-0.1000061,37.102,0.4130000000000109,4.130000000060209
44139.304,235.12,32.49,233.424,10.20001,0.0,36.59,-0.7199999999999989,-7.200000000104763
44139.404,235.12,31.44,233.795,9.200012,0.0,36.821,0.3709999999999809,3.7099999997838586
44139.504,235.12,33.45,234.215,8.099976,0.0,36.166,0.4200000000000159,4.200000000061277
44139.604,235.12,32.17,234.392,7.299988000000001,0.6000061,36.22,0.1769999999999925,1.770000000025682
44139.703,235.12,32.86,233.485,5.5,0.6000061,35.921,-0.9069999999999823,-9.161616161432837
44139.804,235.12,31.37,233.945,3.299988,1.0,35.399,0.45999999999997954,4.554455445764835
44139.904,235.12,28.39,233.504,1.5,1.5,35.186,-0.4410000000000025,-4.409999999743329
44140.004,235.12,29.2,233.914,0.8999634,2.0,34.826,0.4099999999999966,4.100000000059628
44140.103,235.12,29.74,233.952,0.3999634,2.0,34.654,0.038000000000010914,0.383838383830821
44140.204,235.12,31.31,233.037,0.0,2.100006,34.42,-0.914999999999992,-9.05940594103255
44140.304,235.12,27.57,233.657,0.0,2.899994,33.75,0.6200000000000045,6.2000000000902675
44140.403,235.12,28.65,232.59,0.0,4.100006,33.991,-1.0670000000000073,-10.777777777562399
44140.504,235.12,31.28,232.602,0.0,4.399994,33.498000000000005,0.012000000000000455,0.11881188118531592
44140.604,235.12,32.44,232.221,0.0,4.300018,33.476,-0.3810000000000002,-3.810000000055445
44140.703,235.12,28.13,231.587,0.0,4.200012,32.897,-0.6340000000000146,-6.404040403912531
44140.804,235.12,28.34,230.952,0.0,4.700012,32.731,-0.6349999999999909,-6.287128713175559
44140.904,235.12,27.31,230.748,0.0,5.800018,32.62,-0.20400000000000773,-2.0399999998813336
44141.003,235.12,25.63,230.316,0.0,6.600006,32.278,-0.43199999999998795,-4.3636363638697135
44141.104,235.12,24.85,229.596,0.0,7.5,31.918000000000003,-0.7199999999999989,-7.128712871118674
44141.204,235.12,27.61,228.499,0.0,8.399994,31.705,-1.0970000000000084,-10.970000000159718
44141.304,235.12,24.39,228.11900000000003,0.0,9.0,31.63,-0.37999999999996703,-3.8000000000549674
44141.403,235.12,25.91,227.088,0.0,9.0,31.19,-1.0310000000000343,-10.414141413933576
44141.504,235.12,16.83,225.628,0.0,10.20001,30.942,-1.460000000000008,-14.455445544212969
44141.604,235.12,23.37,225.225,0.0,11.0,30.766,-0.4029999999999916,-4.0300000000585605
44141.704,235.12,22.84,224.288,0.0,11.60001,30.258000000000003,-0.9369999999999834,-9.370000000136185
44141.804,235.12,20.29,222.59,0.0,12.20001,30.348000000000003,-1.6980000000000075,-16.980000000247166
44141.904,235.12,21.66,221.703,0.0,12.80002,29.84,-0.8870000000000005,-8.869999999483703
44142.004,235.12,20.86,220.271,0.0,12.70001,29.848000000000003,-1.4320000000000164,-14.320000000208546
44142.104,235.12,21.23,218.323,0.0,12.70001,29.545,-1.947999999999979,-19.480000000283262
44142.204,235.12,18.56,218.091,0.0,12.39999,29.632,-0.23199999999999932,-2.3200000000337537
44142.304,235.12,21.5,216.111,0.0,12.0,29.102,-1.9800000000000182,-19.80000000028831
44142.404,235.12,18.34,215.404,0.0,11.60001,28.951,-0.7069999999999936,-7.069999999588408
44142.504,235.12,22.94,214.327,0.0,12.0,28.724,-1.0769999999999982,-10.770000000156706
44142.604,235.12,20.15,212.707,0.0,11.60001,28.674,-1.6200000000000045,-16.200000000235786
44142.704,235.12,21.72,212.292,0.0,10.70001,28.062,-0.41499999999999204,-4.150000000060311
44142.804,235.12,21.9,210.46400000000003,0.0,10.30002,26.258000000000003,-1.8279999999999745,-18.280000000265755
44142.904,235.12,21.26,209.712,0.0,9.200012,24.905,-0.752000000000038,-7.519999999562658
44143.003,235.12,21.75,208.298,0.0,9.100006,23.638,-1.4139999999999873,-14.282828283592343
44143.104,235.12,22.04,207.689,0.0,8.200012,22.165,-0.6090000000000089,-6.029702970154642
44143.204,235.12,21.62,207.267,0.0,7.300018,20.963,-0.42199999999999704,-4.220000000061379
44143.303,235.12,20.91,205.641,0.0,6.700011999999999,19.004,-1.6260000000000048,-16.424242423914144
44143.404,235.12,22.07,205.873,0.0,6.0,17.852,0.23199999999999932,2.297029702916014
44143.504,235.12,21.4,204.914,0.0,5.200012,16.448,-0.9590000000000032,-9.590000000139584
44143.604,235.12,20.51,203.886,0.0,3.899994,14.584,-1.0279999999999916,-10.28000000014951
44143.704,235.12,21.83,203.911,0.0,3.700012,13.547,0.025000000000005684,0.2500000000036948
44143.804,235.12,21.79,204.74,0.0,3.100006,12.236,0.8290000000000077,8.290000000120713
44143.904,235.12,19.5,202.669,0.0,2.600006,10.861,-2.070999999999998,-20.709999998794498
44144.004,235.12,18.37,203.449,0.0,2.700012,9.313,0.7800000000000011,7.800000000113516
44144.104,235.12,19.11,202.503,0.0,1.600006,8.104,-0.9460000000000264,-9.460000000137924
44144.203,235.12,16.09,202.469,0.0,1.800018,7.081,-0.033999999999991815,-0.3434343434273953
44144.304,235.12,17.45,204.117,0.0,1.600006,5.879,1.6479999999999961,16.31683168395818
44144.404,235.12,17.88,202.104,0.0,1.0,5.915,-2.012999999999977,-20.129999998828048
44144.504,235.12,17.99,203.25,0.0,1.300018,4.81,1.1459999999999866,11.46000000016663
44144.603,235.12,18.5,201.26,0.0,1.200012,4.882,-1.990000000000009,-20.101010100608363
44144.704,235.12,16.44,200.791,0.0,0.6000061,4.104,-0.4689999999999941,-4.643564356660382
44144.803,235.12,18.33,202.071,0.0,0.7000122,3.863,1.2800000000000011,12.929292929034478
44144.904,235.12,16.65,200.942,0.0,0.8000183000000001,4.072,-1.1289999999999907,-11.178217821517958
44145.004,235.12,15.62,205.75,0.0,0.8000183000000001,3.553,4.807999999999993,48.080000000699584
44145.104,201.84,16.79,201.787,0.0,0.8999939,4.273,-3.962999999999994,-39.63000000057663
44145.203,201.84,16.58,201.179,0.0,1.0,3.766,-0.6080000000000041,-6.1414141412914125
44145.304,201.84,14.49,202.207,0.0,0.5,3.949,1.0279999999999916,10.178217822274826
44145.403,201.84,13.21,202.608,0.0,1.0,4.464,0.40100000000001046,4.050505050424184
44145.504,201.84,12.21,201.712,0.0,1.0,4.817,-0.896000000000015,-8.871287128503402
44145.604,201.84,13.44,201.915,0.0,0.6000061,5.072,0.20300000000000296,2.03000000002957
44145.704,201.84,10.2,204.389,0.0,0.8999939,6.181,2.474000000000018,24.740000000360194
44145.803,201.84,7.41,199.157,0.0,1.899994,7.56,-5.231999999999999,-52.848484847428374
44145.904,201.84,8.94,203.019,0.0,1.399994,8.446,3.8619999999999948,38.237623761472676
44146.004,201.84,7.95,201.452,0.0,2.800018,9.727,-1.5670000000000073,-15.670000000228102
44146.104,201.84,7.83,201.733,0.0,3.899994,11.135,0.2810000000000059,2.81000000004095
44146.204,201.84,6.67,200.209,0.0,5.5,12.362,-1.524000000000001,-15.24000000022178
44146.303,201.84,5.44,199.021,0.0,6.800018,13.687,-1.1880000000000166,-11.999999999760282
44146.403,201.84,2.58,198.164,0.0,7.600006,14.868,-0.8569999999999993,-8.570000000124702
44146.504,201.84,1.26,198.8,0.0,7.399994,14.951,0.6360000000000241,6.297029702821744
44146.603,201.84,3.31,198.063,0.0,7.5,16.51,-0.7370000000000232,-7.44444444429586
44146.704,201.84,2.64,196.971,0.0,8.399994,17.374000000000002,-1.0919999999999845,-10.811881188642065
44146.804,201.84,3.16,196.149,0.0,8.399994,17.798,-0.8220000000000027,-8.220000000119644
44146.904,201.84,359.97,194.586,0.0,9.800018,18.691,-1.5629999999999882,-15.629999999090096
44147.004,201.84,357.35,194.207,0.0,11.20001,19.17,-0.3790000000000191,-3.790000000055343
44147.103,201.84,0.29,192.746,0.0,11.30002,19.976,-1.4609999999999843,-14.757575757280588
44147.204,201.84,359.84,192.723,0.0,10.60001,20.761,-0.022999999999996135,-0.22772277228821358
44147.303,201.84,0.67,191.196,0.0,10.10001,21.272,-1.5270000000000152,-15.42424242393424
44147.405,201.84,0.0,188.742,0.0,10.80002,22.28,-2.4540000000000077,-24.058823529658973
44147.503,201.84,1.2,188.427,0.0,9.700012,23.18,-0.3149999999999977,-3.214285714346784
44147.604,201.84,3.63,188.149,0.0,9.100006,23.756,-0.2779999999999916,-2.7524752474596315
44147.703,201.84,4.37,187.49400000000003,0.0,8.700012,24.512,-0.6549999999999727,-6.61616161602908
44147.804,201.84,358.99,186.161,0.0,7.600006,25.56,-1.3330000000000268,-13.198019802619385
44147.905,201.84,0.59,185.313,0.0,8.100006,25.934,-0.8480000000000132,-8.396039603762137
44148.004,201.84,358.99,184.96400000000003,0.0,8.399994,26.802,-0.3489999999999611,-3.525252525181661
44148.104,201.84,359.6,184.078,0.0,8.399994,27.324,-0.8860000000000241,-8.86000000012917
44148.204,201.84,358.76,183.368,0.0,8.5,28.231,-0.710000000000008,-7.100000000103398
44148.304,201.84,358.28,182.204,0.0,8.5,28.462,-1.1639999999999873,-11.640000000169257
44148.404,201.84,354.09,181.654,0.0,8.899994,29.408,-0.5500000000000114,-5.4999999996799716
44148.504,201.84,353.08,180.646,0.0,9.0,29.794,-1.0080000000000098,-10.08000000014678
44148.604,201.84,359.95,179.75599999999997,0.0,9.200012,30.629,-0.8900000000000148,-8.90000000012966
44148.704,201.84,354.58,179.037,0.0,9.0,31.241,-0.7189999999999657,-7.190000000104285
44148.804,201.84,357.1,177.77599999999998,0.0,9.0,31.77,-1.261000000000024,-12.61000000018374
44148.904,201.84,355.03,176.917,0.0,9.0,32.339,-0.8589999999999804,-8.5899999994998
44149.004,201.84,352.88,176.419,0.0,9.100006,32.972,-0.49799999999999045,-4.980000000072373
44149.104,201.84,352.43,175.455,0.0,8.600006,33.484,-0.9639999999999986,-9.640000000140267
44149.203,201.84,351.29,174.476,0.0,9.100006,34.153,-0.9790000000000134,-9.88888888869134
44149.303,201.84,349.97,173.52200000000002,0.0,9.300018,34.459,-0.9539999999999793,-9.540000000138619
44149.405,201.84,348.09,172.804,0.0,9.399994,35.15,-0.7180000000000177,-7.03921568634699
44149.504,201.84,351.07,171.56,0.0,9.600006,35.586,-1.2439999999999998,-12.56565656540537
44149.603,201.84,345.93,171.021,0.0,9.700012,36.065,-0.5390000000000157,-5.444444444335765
44149.703,201.84,345.32,169.945,0.0,10.20001,36.446,-1.0759999999999934,-10.760000000156513
44149.804,201.84,344.84,169.045,0.0,10.20001,36.67,-0.9000000000000057,-8.910891089540346
44149.904,201.84,345.21,168.076,0.0,10.30002,36.846,-0.9689999999999941,-9.689999999435909
44150.004,201.84,342.94,167.06099999999998,0.0,10.10001,37.242,-1.0150000000000148,-10.15000000014785
44150.103,201.84,347.69,165.71,0.0,9.899994,37.462,-1.3509999999999707,-13.64646464619155
44150.203,201.84,343.93,165.015,0.0,9.800018,38.135,-0.6950000000000216,-6.950000000101352
44150.304,201.84,340.05,163.792,0.0,9.700012,38.372,-1.2229999999999848,-12.108910891675155
44150.404,201.84,341.29,163.194,0.0,9.5,38.858,-0.5980000000000132,-5.97999999965205
44150.504,201.84,341.59,161.78,0.0,9.700012,39.089,-1.4139999999999873,-14.140000000205637
44150.603,201.84,338.53,161.00799999999998,0.0,10.0,39.607,-0.7720000000000198,-7.797979797824112
44150.704,201.84,336.63,160.208,0.0,9.899994,39.91,-0.799999999999983,-7.9207920795912
